Accession	Gene_name	Protein_name
Q5SYD0-2	Myo1d	Isoform 2 of Unconventional myosin-Id
Q5SYH2	Tmem199	Transmembrane protein 199
Q5U204	Lamtor3;Map2k1ip1	Ragulator complex protein LAMTOR3
Q5U222	Ddx5	Ddx5 protein
Q5U2S6	Asb2	Ankyrin repeat and SOCS box protein 2
Q5U458	Dnajc11	DnaJ homolog subfamily C member 11
Q5U458-1	Dnajc11 	DnaJ homolog subfamily C member 11
Q5U5Y5	NA	Trifunctional enzyme subunit alpha, mitochondrial
Q5XG71	Utp20;Drim	Small subunit processome component 20 homolog
Q5XG73-2	Acbd5	Isoform 2 of Acyl-CoA-binding domain-containing protein 5
Q5XI34	Ppp2r1a;rCG_22961	Protein Ppp2r1a
Q5XI42	Aldh3b1	Aldehyde dehydrogenase family 3 member B1
Q5XI78	Ogdh;Ogdhl	2-oxoglutarate dehydrogenase, mitochondrial
Q5XIA1	Ncln	Nicalin
Q5XIH3	Ndufv1;rCG_47623	NADH dehydrogenase
Q5XIH7	Phb2;Bcap37	Prohibitin-2
Q5XIL1	Atp6v1h	ATPase, H+ transporting, lysosomal V1 subunit H
Q5XIM9	Cct2;Cctb	T-complex protein 1 subunit beta
Q5XIQ5	Sdad1	Protein SDA1 homolog
Q5Y5T1	Zdhhc20	Probable palmitoyltransferase ZDHHC20
Q5Y5T1-2	Zdhhc20	Isoform 2 of Probable palmitoyltransferase ZDHHC20
Q5YKG1	NA	Disks large-associated protein 4
Q60437	BAIAP2	Brain-specific angiogenesis inhibitor 1-associated protein 2
Q60547	SYCP3;COR1	Synaptonemal complex protein 3
Q60575-2	Kif1b	Isoform 2 of Kinesin-like protein KIF1B
Q60587	Hadhb	Trifunctional enzyme subunit beta, mitochondrial
Q60597	Ogdh;Kiaa4192	2-oxoglutarate dehydrogenase, mitochondrial
Q60597-2	Ogdh	Isoform 2 of 2-oxoglutarate dehydrogenase, mitochondrial
Q60598	Cttn;Ems1	Src substrate cortactin
Q60605	Myl6;Myln	Myosin light polypeptide 6
Q60605-2	Myl6	Isoform Smooth muscle of Myosin light polypeptide 6
Q60634	Flot2;Esa1;M17s1	Flotillin-2
Q60634-1	NA	NA
Q60634-3	Flot2	Isoform 3 of Flotillin-2
Q60649	Clpb;Skd3	Caseinolytic peptidase B protein homolog
Q60668-3	Hnrnpd	Isoform 3 of Heterogeneous nuclear ribonucleoprotein D0
Q60668-4	Hnrnpd	Isoform 4 of Heterogeneous nuclear ribonucleoprotein D0
Q60692	Psmb6;Lmp19	Proteasome subunit beta type-6
Q60716-2	P4ha2	Isoform IIa of Prolyl 4-hydroxylase subunit alpha-2
Q60736	Zp3r;Sp56	Zona pellucida sperm-binding protein 3 receptor
Q60737	Csnk2a1;Ckiia	Casein kinase II subunit alpha
Q60738	Slc30a1;Znt1	Zinc transporter 1
Q60749	Khdrbs1	KH domain-containing, RNA-binding, signal transduction-associated protein 1
Q60766	Irgm1;Ifi1;Iigp3;Irgm	Immunity-related GTPase family M protein 1
Q60790	Rasa3	Ras GTPase-activating protein 3
Q60817	Naca	Nascent polypeptide-associated complex subunit alpha
Q60854	Serpinb6;Serpinb6a;Spi3	Serpin B6
Q60864	Stip1	Stress-induced-phosphoprotein 1
Q60866	Pter	Phosphotriesterase-related protein
Q60870	Reep5;Dp1	Receptor expression-enhancing protein 5
Q60872	Eif1a	Eukaryotic translation initiation factor 1A
Q60875	Arhgef2;Kiaa0651;Lbcl1;Lfc	Rho guanine nucleotide exchange factor 2
Q60875-5	Arhgef2	Isoform 5 of Rho guanine nucleotide exchange factor 2
Q60930	Vdac2;Vdac6	Voltage-dependent anion-selective channel protein 2
Q60931	Vdac3	Voltage-dependent anion-selective channel protein 3
Q60932	Vdac1;Vdac5	Voltage-dependent anion-selective channel protein 1
Q60932-2	Vdac1	Isoform Mt-VDAC1 of Voltage-dependent anion-selective channel protein 1
Q60949-2	Tbc1d1	Isoform 2 of TBC1 domain family member 1
Q61001	Lama5	Laminin subunit alpha-5
Q61009	Scarb1;Srb1	Scavenger receptor class B member 1
Q61011	Gnb3	Guanine nucleotide-binding protein G
Q61016	Gng7;Gngt7	Guanine nucleotide-binding protein G subunit gamma-7
Q61029	Tmpo;Lap2	Lamina-associated polypeptide 2, isoforms beta/delta/epsilon/gamma
Q61029-3	Tmpo	Isoform Epsilon of Lamina-associated polypeptide 2, isoforms beta/delta/epsilon/gamma
Q61033-1	Tmpo 	Lamina-associated polypeptide 2, isoforms alpha/zeta
Q61033-2	Tmpo	Isoform Zeta of Lamina-associated polypeptide 2, isoforms alpha/zeta
Q61081	Cdc37	Hsp90 co-chaperone Cdc37
Q61092	Lamc2	Laminin subunit gamma-2
Q61093	Cybb;Cgd	Cytochrome b-245 heavy chain
Q61144-2	Psen2	Isoform 2 of Presenilin-2
Q61147	Cp	Ceruloplasmin
Q61165	Slc9a1;Nhe1	Sodium/hydrogen exchanger 1
Q61166	Mapre1	Microtubule-associated protein RP/EB family member 1
Q61171	Prdx2;Tdpx1;Tpx	Peroxiredoxin-2
Q61176	Arg1	Arginase-1
Q61187	Tsg101	Tumor susceptibility gene 101 protein
Q61206	Pafah1b2;Pafahb	Platelet-activating factor acetylhydrolase IB subunit beta
Q61233	Lcp1;Pls2	Plastin-2
Q61292	Lamb2;Lams	Laminin subunit beta-2
Q61301	Ctnna2;Catna2	Catenin alpha-2
Q61301-2	Ctnna2	Isoform 2 of Catenin alpha-2
Q61316	Hspa4;Apg2;Hsp110	Heat shock 70 kDa protein 4
Q61330	Cntn2;Tax	Contactin-2
Q61335	Bcap31;Bap31	B-cell receptor-associated protein 31
Q61336	NA	Prohibitin-2
Q61387	Cox7a2l;Cox7rp;Silg81	Cytochrome c oxidase subunit 7A-related protein, mitochondrial
Q61391	Mme	Neprilysin
Q61411	Hras;Hras1	GTPase HRas
Q61414	Krt15;Krt1-15	Keratin, type I cytoskeletal 15
Q61468	Msln;Mes;Mpf	Mesothelin ; Mesothelin, cleaved form
Q61469	Ppap2a;Hpic53;Lpp1	Lipid phosphate phosphohydrolase 1
Q61490	Alcam	CD166 antigen
Q61493	Rev3l;Polz;Sez4	DNA polymerase zeta catalytic subunit
Q61503	Nt5e;Nt5;Nte	5'-nucleotidase
Q61543	Glg1;Esl1;Mg160;Selel	Golgi apparatus protein 1
Q61548	Snap91	Clathrin coat assembly protein AP180
Q61553	Fscn1;Fan1;Snl	Fascin
Q61584-2	Fxr1	Isoform A of Fragile X mental retardation syndrome-related protein 1
Q61595-16	Ktn1	Isoform 16 of Kinectin
Q61595-2	Ktn1	Isoform 2 of Kinectin
Q61595-3	Ktn1	Isoform 3 of Kinectin
Q61598	Gdi2;Gdi3	Rab GDP dissociation inhibitor beta
Q61655	Ddx19a;Ddx19;Eif4a-rs1	ATP-dependent RNA helicase DDX19A
Q61656	Ddx5;Tnz2	Probable ATP-dependent RNA helicase DDX5
Q61696	Hspa1a;Hsp70-3;Hsp70A1	Heat shock 70 kDa protein 1A
Q61699-2	Hsph1	Isoform HSP105-beta of Heat shock protein 105 kDa
Q61703	Itih2	Inter-alpha-trypsin inhibitor heavy chain H2
Q61735	Cd47	Leukocyte surface antigen CD47
Q61735-1	Cd47 	Leukocyte surface antigen CD47
Q61738-5	Itga7	Isoform Alpha-7X2B of Integrin alpha-7
Q61753	Phgdh	D-3-phosphoglycerate dehydrogenase
Q61768	Kif5b;Khcs;Kns1	Kinesin-1 heavy chain
Q61781	Krt14;Krt1-14	Keratin, type I cytoskeletal 14
Q61792	Lasp1;Mln50	LIM and SH3 domain protein 1
Q61820	Rasl2-9	GTP-binding nuclear protein Ran, testis-specific isoform
Q61838	A2m;Pzp	Alpha-2-macroglobulin
Q61879	Myh10	Myosin-10
Q61885	Mog	Myelin-oligodendrocyte glycoprotein
Q61990	Pcbp2;Cbp;Hnrnpx;Hnrpx	Poly(rC)-binding protein 2
Q61990-2	Pcbp2	Isoform 2 of Poly(rC)-binding protein 2
Q62048	Pea15;Pea15a	Astrocytic phosphoprotein PEA-15
Q62087	Pon3	Serum paraoxonase/lactonase 3
Q62093	Srsf2;Pr264;Sfrs10;Sfrs2	Serine/arginine-rich splicing factor 2
Q62095	Ddx3y;D1Pas1-rs1;Dead2	ATP-dependent RNA helicase DDX3Y
Q62148	Aldh1a2;Aldh1a7;Raldh2	Retinal dehydrogenase 2
Q62151	Ager;Rage	Advanced glycosylation end product-specific receptor
Q62159	Rhoc;Arhc	Rho-related GTP-binding protein RhoC
Q62167	Ddx3x;D1Pas1-rs2;Ddx3;Dead3;Erh	ATP-dependent RNA helicase DDX3X
Q62186	Ssr4	Translocon-associated protein subunit delta
Q62188	Dpysl3;Drp3;Ulip	Dihydropyrimidinase-related protein 3
Q62189	Snrpa;Rnu1a-1	U1 small nuclear ribonucleoprotein A
Q62192	Cd180;Ly78;Rp105	CD180 antigen
Q62241	Snrpc;Snrp1c	U1 small nuclear ribonucleoprotein C
Q62261	Sptbn1;Elf;Spnb-2;Spnb2;Sptb2	Spectrin beta chain, non-erythrocytic 1
Q62261-1	Sptbn1 	Spectrin beta chain, non-erythrocytic 1
Q62273	Slc26a2;Dtd;Dtdst	Sulfate transporter
Q62277	Syp	Synaptophysin
Q62318-1	Trim28 	Transcription intermediary factor 1-beta
Q62318-2	Trim28	Isoform 2 of Transcription intermediary factor 1-beta
Q62351	Tfrc;Trfr	Transferrin receptor protein 1
Q62371	Ddr2;Ntrkr3;Tkt;Tyro10	Discoidin domain-containing receptor 2
Q62376-1	Snrnp70 	U1 small nuclear ribonucleoprotein 70 kDa
Q62393	Tpd52	Tumor protein D52
Q62418-3	Dbnl	Isoform 3 of Drebrin-like protein
Q62425	Ndufa4	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4
Q62433	Ndrg1;Ndr1;Ndrl;Tdd5	Protein NDRG1
Q62442	Vamp1;Syb1	Vesicle-associated membrane protein 1
Q62446	Fkbp3;Fkbp25	Peptidyl-prolyl cis-trans isomerase FKBP3
Q62452	Ugt1a9;Ugt1;Ugt1a12	UDP-glucuronosyltransferase 1-9
Q62465	Vat1;Vat-1	Synaptic vesicle membrane protein VAT-1 homolog
Q62470-1	Itga3 	Integrin alpha-3
Q62627	Pawr;Par4	PRKC apoptosis WT1 regulator protein
Q62667	Mvp	Major vault protein
Q62703	Rcn2;Erc55	Reticulocalbin-2
Q62718	Ntm;Hnt;Nt	Neurotrimin
Q62753	Stxbp2;Unc18b	Syntaxin-binding protein 2
Q62764	Ybx3;Csda;Dbpa;Yb2	Y-box-binding protein 3
Q62766	Akap12;322	SSeCKS
Q62812	Myh9	Myosin-9
Q62826	Hnrnpm;Hnrpm	Heterogeneous nuclear ribonucleoprotein M
Q62844	Fyn	Tyrosine-protein kinase Fyn
Q62905	NA	Vitronectin
Q62931	Gosr1;Gs28	Golgi SNAP receptor complex member 1
Q62976	Kcnma1;Kcnma	Calcium-activated potassium channel subunit alpha-1
Q63028	Add1	Alpha-adducin
Q63092	Camkv;1G5	CaM kinase-like vesicle-associated protein
Q63115	NA	Keratin, type II cytoskeletal 1
Q63269	Itpr3	Inositol 1,4,5-trisphosphate receptor type 3
Q63280	Krt75;keratin;K5;Krt2-5;Krt5	Keratin K5
Q63282	LOC683313;keratin;K6	Keratin K6
Q63312	Phldb1;Ll5	Pleckstrin homology-like domain family B member 1
Q63327	Mobp	Myelin-associated oligodendrocyte basic protein
Q63330	Map1a;Mtap1a	Microtubule associated protein 1A
Q63345	Mog	Myelin-oligodendrocyte glycoprotein
Q63355	Myo1c;Myr2	Unconventional myosin-Ic
Q63357	Myo1d;Myr4	Unconventional myosin-Id
Q63429	Ubc	Polyubiquitin-C
Q63436	NA	Rat lipophilin
Q63507	Rpl14	60S ribosomal protein L14
Q63537	Syn2	Synapsin-2
Q63555	NA	SP120
Q63560	Map6;Mtap6	Microtubule-associated protein 6
Q63598	Pls3	Plastin-3
Q63617	Hyou1;Orp150	Hypoxia up-regulated protein 1
Q63731	NA	Neuronal myosin heavy chain
Q63803	Gnas;Gnas1	Guanine nucleotide-binding protein G
Q63829	Commd3;Bup	COMM domain-containing protein 3
Q63870	Col7a1	Collagen alpha-1
Q63912	Omg;Omgp	Oligodendrocyte-myelin glycoprotein
Q63918	Sdpr;Sdr	Serum deprivation-response protein
Q63945	Set;Ab1-115	Protein SET
Q63959	Kcnc3	Potassium voltage-gated channel subfamily C member 3
Q63ZW4	NA	Cytochrome c1, heme protein, mitochondrial
Q64008	Rab34;Rab39;Rah;Rah1	Ras-related protein Rab-34
Q640N1-1	Aebp1 	Adipocyte enhancer-binding protein 1
Q640N1-2	Aebp1	Isoform 2 of Adipocyte enhancer-binding protein 1
Q64105	Spr	Sepiapterin reductase
Q64119	Myl6	Myosin light polypeptide 6
Q64133	Maoa	Amine oxidase [flavin-containing] A
Q64152-2	Btf3	Isoform 2 of Transcription factor BTF3
Q641Y8	Ddx1	ATP-dependent RNA helicase DDX1
Q64277	Bst1;Bp-3;Bp3;Ly65	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2
Q64281	Lilrb4;Gp49b	Leukocyte immunoglobulin-like receptor subfamily B member 4
Q642A9	Vps16;rCG_26227	Protein Vps16
Q642B0	Gpc4	Glypican 4
Q642F9	Cdig2	Cdig2 protein
Q642K0	Myl6;mCG_140959	MCG140959, isoform CRA_a
Q64310	Surf4;Surf-4	Surfeit locus protein 4
Q64324	Stxbp2;Unc18b	Syntaxin-binding protein 2
Q64332	Syn2	Synapsin-2
Q64337	Sqstm1;A170;STAP	Sequestosome-1
Q64337-1	Sqstm1 	Sequestosome-1
Q64337-2	Sqstm1	Isoform 2 of Sequestosome-1
Q64426	H2A	Histone H2A
Q64428	Hadha	Trifunctional enzyme subunit alpha, mitochondrial
Q64433	Hspe1	10 kDa heat shock protein, mitochondrial
Q64435	Ugt1a6;Ugt1;Ugt1a6a;Ugt1a7	UDP-glucuronosyltransferase 1-6
Q64444	Ca4;Car4	Carbonic anhydrase 4
Q64446	Atp7b;Wnd	Copper-transporting ATPase 2
Q64475	Hist1h2bb	Histone H2B type 1-B
Q64478	Hist1h2bh	Histone H2B type 1-H
Q64487	Ptprd	Receptor-type tyrosine-protein phosphatase delta
Q64514-2	Tpp2	Isoform Short of Tripeptidyl-peptidase 2
Q64516	Gk;Gyk	Glycerol kinase
Q64521	Gpd2;Gdm1	Glycerol-3-phosphate dehydrogenase, mitochondrial
Q64522	Hist2h2ab	Histone H2A type 2-B
Q64632	Itgb4	Integrin beta-4
Q64695	Procr;Epcr	Endothelial protein C receptor
Q64727	Vcl	Vinculin
Q64735-2	Cr1l	Isoform 2 of Complement component receptor 1-like protein
Q64G17	Anp32c;Anp32-ps	Putative acidic leucine-rich nuclear phosphoprotein 32 family member C
Q65CL1	Ctnna3;Catna3	Catenin alpha-3
Q66HD0	Hsp90b1;Grp94;Tra1	Endoplasmin
Q66HF1	Ndufs1	NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial
Q68A21	Purb	Transcriptional activator protein Pur-beta
Q68FD5	Cltc	Clathrin heavy chain 1
Q68FL4	Ahcyl2	Putative adenosylhomocysteinase 3
Q68FP1	Gsn	Gelsolin
Q68FP2	Pon3	Serum paraoxonase/lactonase 3
Q68FQ0	Cct5	T-complex protein 1 subunit epsilon
Q68FS4	Lap3	Cytosol aminopeptidase
Q68FU2	Psat1	Phosphoserine aminotransferase
Q68FY0	Uqcrc1	Cytochrome b-c1 complex subunit 1, mitochondrial
Q69Z26	Cntn4;Kiaa3024	Contactin-4
Q69Z37	Samd9l;Kiaa2005	Sterile alpha motif domain-containing protein 9-like
Q69ZL1	Fgd6;Kiaa1362	FYVE, RhoGEF and PH domain-containing protein 6
Q69ZN7	Myof;Fer1l3;Kiaa1207	Myoferlin
Q69ZN7-1	Myof 	Myoferlin
Q69ZN7-2	Myof	Isoform 2 of Myoferlin
Q69ZN7-4	Myof	Isoform 4 of Myoferlin
Q69ZQ1	Kiaa1161	Uncharacterized family 31 glucosidase KIAA1161
Q6A026	Pds5a;Kiaa0648	Sister chromatid cohesion protein PDS5 homolog A
Q6A028	Swap70;Kiaa0640	Switch-associated protein 70
Q6A098	Secisbp2l;Kiaa0256	Selenocysteine insertion sequence-binding protein 2-like
Q6A0D4	Rftn1;Kiaa0084	Raftlin
Q6AXV4	Samm50	Sorting and assembly machinery component 50 homolog
Q6AY30	Sccpdh	Saccharopine dehydrogenase-like oxidoreductase
Q6AY55	Dcakd	Dephospho-CoA kinase domain-containing protein
Q6AY56	Tuba8	Tubulin alpha-8 chain
Q6AYH5	Dctn2	Dynactin subunit 2
Q6DFV1	Ncapg2;Luzp5;Mtb	Condensin-2 complex subunit G2
Q6DVA0	Lemd2;Lem2	LEM domain-containing protein 2
Q6F6B2	LOC652956;p55	P55 protein
Q6GQT9	Nomo1	Nodal modulator 1
Q6GQU1	Hk1;mCG_127656	Hexokinase 1, isoform CRA_d
Q6GSS7	Hist2h2aa1;Hist2h2aa2	Histone H2A type 2-A
Q6GTJ9	NA	Low-density lipoprotein receptor
Q6GU68	Islr	Immunoglobulin superfamily containing leucine-rich repeat protein
Q6GV12	Kdsr;Fvt1	3-ketodihydrosphingosine reductase
Q6IBH0	SLC25A11;hCG_32694	SLC25A11 protein
Q6IFV4	Krt13;Ka13	Keratin, type I cytoskeletal 13
Q6IFW6	Krt10;Ka10	Keratin, type I cytoskeletal 10
Q6IFZ6	Krt77;Krt1b	Keratin, type II cytoskeletal 1b
Q6IG00	Krt4;Kb4	Keratin, type II cytoskeletal 4
Q6IG01	Krt77;Kb39;Krt1b	Keratin, type II cytoskeletal 1b
Q6IMF3	Krt1;Kb1	Keratin, type II cytoskeletal 1
Q6IRE4	Tsg101	Tumor susceptibility gene 101 protein
Q6IRU2	Tpm4	Tropomyosin alpha-4 chain
Q6IRU5-2	Cltb	Isoform 2 of Clathrin light chain B
Q6JHY2	Muc19;Smgc	Submandibular gland protein C
Q6KAU7	Plekhg2	Pleckstrin homology domain-containing family G member 2
Q6KC50	NA	Actin-binding LIM protein 2
Q6MG49	Bag6;Bat3	Large proline-rich protein BAG6
Q6NSQ7	Ltv1	Protein LTV1 homolog
Q6NSQ9	G6pc3;Ugrp	Glucose-6-phosphatase 3
Q6NV53	Itga4	Integrin alpha 4
Q6NVG5	Mreg;Dsu;Gm974;Wdt2	Melanoregulin
Q6NX76	NA	Tripartite motif-containing protein 72
Q6NXK7	Dpp10	Inactive dipeptidyl peptidase 10
Q6P1E8-1	Efcab6 	EF-hand calcium-binding domain-containing protein 6
Q6P1H6-3	Ankle2	Isoform 3 of Ankyrin repeat and LEM domain-containing protein 2
Q6P2L7-3	Casc4	Isoform 3 of Protein CASC4
Q6P3E1	Rps16	Rps16 protein
Q6P4S8	Ints1	Integrator complex subunit 1
Q6P502	Cct3	T-complex protein 1 subunit gamma
Q6P542	Abcf1	ATP-binding cassette sub-family F member 1
Q6P5B0	Rrp12;Kiaa0690	RRP12-like protein
Q6P5D4	Cep135;Cep4;Kiaa0635	Centrosomal protein of 135 kDa
Q6P5D8	Smchd1;Kiaa0650	Structural maintenance of chromosomes flexible hinge domain-containing protein 1
Q6P5E5	Smc3;Cspg6	Structural maintenace of chromosomes 3
Q6P5E8	Dgkq	Diacylglycerol kinase theta
Q6P5F9	Xpo1;Crm1	Exportin-1
Q6P6I8	Sirpa;Ptpns1;mCG_9902	Signal-regulatory protein alpha
Q6P6Q2	Krt5;Krt2-5	Keratin, type II cytoskeletal 5
Q6P6V0	Gpi	Glucose-6-phosphate isomerase
Q6P6V3	NA	Aconitate hydratase, mitochondrial
Q6P6W6	Ndufa10;rCG_55630	NADH dehydrogenase
Q6P747	Hp1bp3	Heterochromatin protein 1-binding protein 3
Q6P791	Lamtor1	Ragulator complex protein LAMTOR1
Q6P7Q2	Gpc1	Glypican-1
Q6P7W0-2	Senp6	Isoform 2 of Sentrin-specific protease 6
Q6P9J9	Ano6;Tmem16f	Anoctamin-6
Q6P9J9-1	Ano6 	Anoctamin-6
Q6P9T8	Tubb4b;Tubb2c	Tubulin beta-4B chain
Q6P9Y3	NA	Cell division control protein 42 homolog
Q6PAI6	NA	Filamin-C
Q6PAR0-2	Klhdc10	Isoform 2 of Kelch domain-containing protein 10
Q6PAU3	NA	Hyal2 protein
Q6PB44-2	Ptpn23	Isoform 2 of Tyrosine-protein phosphatase non-receptor type 23
Q6PB90	Pcdhb14	Protocadherin beta-14
Q6PB93-1	Galnt2 	Polypeptide N-acetylgalactosaminyltransferase 2
Q6PB93-2	Galnt2	Isoform 2 of Polypeptide N-acetylgalactosaminyltransferase 2
Q6PCU2	Atp6v1e1	V-type proton ATPase subunit E 1
Q6PCX7	Rgma	Repulsive guidance molecule A
Q6PD26	Pigs	GPI transamidase component PIG-S
Q6PD44	NA	Myosin-7B
Q6PDI5-1	Ecm29 	Proteasome-associated protein ECM29 homolog
Q6PDL0	Dync1li2;Dncli2;Dnclic2	Cytoplasmic dynein 1 light intermediate chain 2
Q6PDM2-1	Srsf1 	Serine/arginine-rich splicing factor 1
Q6PDR1	Lipa;Lip1	Lipase
Q6PEM8	Slc46a1;D11Ertd18e;Hcp1;Pcft	Proton-coupled folate transporter
Q6PFQ7	Rasa4;Capri;Kiaa0538	Ras GTPase-activating protein 4
Q6PGG2-2	Gmip	Isoform 2 of GEM-interacting protein
Q6PGH0	Ubtd2	Ubiquitin domain-containing protein 2
Q6PGJ3	L1cam	L1 cell adhesion molecule
Q6PHN9	Rab35	Ras-related protein Rab-35
Q6PIC6	Atp1a3	Sodium/potassium-transporting ATPase subunit alpha-3
Q6PIE5	Atp1a2	Sodium/potassium-transporting ATPase subunit alpha-2
Q6Q7Y5	Gna13	Guanine nucleotide-binding protein subunit alpha-13
Q6Q8B2	NA	Guanine nucleotide-binding protein subunit beta-4
Q6QIY3	Scn10a;Sns	Sodium channel protein type 10 subunit alpha
Q6QLM7	Kif5a	Kinesin heavy chain isoform 5A
Q6R0H7	Gnas;Gnas1	Guanine nucleotide-binding protein G
Q6R5N8	Tlr13	Toll-like receptor 13
Q6RJ37	H2-K1	MHC class I heavy chain maturation peptide H-2K
Q6RJ38	H2-D1;H2-Q2	MHC class I heavy chain maturation peptide H-2D
Q6RKB2	NA	Fasciclin II GPI-linked protein isoform
Q6S390	Plec;Plec1	Plectin 4
Q6S3A5	NA	Plectin 1
Q6S5J6-4	Krit1	Isoform 4 of Krev interaction trapped protein 1
Q6TMK6	GNB1	Guanine nucleotide-binding protein G
Q6TUD1	Nars	LRRGT00113
Q6TXJ0	LOC297756	40S ribosomal protein S8
Q6UL10	NA	AHNAK
Q6URW6	Myh14	Myosin-14
Q6URW6-2	Myh14	Isoform 2 of Myosin-14
Q6X893	Slc44a1;Cd92;Cdw92;Ctl1	Choline transporter-like protein 1
Q6X893-1	Slc44a1 	Choline transporter-like protein 1
Q6XD99	Sptbn1;Spnb2	Non-erythroid spectrin beta
Q6XDA0	Sptb;LOC314251	Erythroid spectrin beta
Q6XDA1	Spta1	Erythroid spectrin alpha
Q6XUZ6	Sep-04	EG3-1RVC
Q6XUZ7	Sep-04	EG3RVC
Q6Y7W8-2	Gigyf2	Isoform 2 of PERQ amino acid-rich with GYF domain-containing protein 2
Q6ZPI0	Jade1;Kiaa1807;Phf17	Protein Jade-1
Q6ZPS7	NA	Sodium-coupled neutral amino acid transporter 2
Q6ZPZ3-2	Zc3h4	Isoform 2 of Zinc finger CCCH domain-containing protein 4
Q6ZQ38	Cand1;D10Ertd516e;Kiaa0829	Cullin-associated NEDD8-dissociated protein 1
Q6ZQI3	Mlec;Kiaa0152	Malectin
Q6ZQM8	Ugt1a7c;Ugt1a10	UDP-glucuronosyltransferase 1-7C
Q6ZWN5	Rps9	40S ribosomal protein S9
Q6ZWU9	Rps27	40S ribosomal protein S27
Q6ZWV7	Rpl35	60S ribosomal protein L35
Q6ZWX6	Eif2s1;Eif2a	Eukaryotic translation initiation factor 2 subunit 1
Q6ZWY3	Rps27l	40S ribosomal protein S27-like
Q6ZWY8	Tmsb10;Ptmb10	Thymosin beta-10
Q6ZWY9	Hist1h2bc;Hist1h2be;Hist1h2bg	Histone H2B type 1-C/E/G
Q70KF4	Cmya5;Sr553;Srfsd;Tims	Cardiomyopathy-associated protein 5
Q71FK5	ACTB	Actin, cytoplasmic 1
Q71LX4	Tln2	Talin-2
Q761V0	Slc6a5;Glyt2	Sodium- and chloride-dependent glycine transporter 2
Q76KC6	Pde8a;RNPDE8A	Protein Pde8a
Q76M68	Iqsec3;Sag	IQ motif and SEC7 domain-containing protein 3
Q76MZ3	Ppp2r1a	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform
Q78ED4	NA	Elongation factor 1-alpha 1
Q78IK2	Usmg5;Dapit	Up-regulated during skeletal muscle growth protein 5
Q78IQ7	Slc39a4;Zip4	Zinc transporter ZIP4
Q78PY7	Snd1	Staphylococcal nuclease domain-containing protein 1
Q78T54	Vma21	Vacuolar ATPase assembly integral membrane protein Vma21
Q78ZM0	Snx3;mCG_121767	Sorting nexin 3
Q791V5	Mtch2	Mitochondrial carrier homolog 2
Q7KZF4	SND1;TDRD11	Staphylococcal nuclease domain-containing protein 1
Q7M6Y3	Picalm;Calm;Fit1	Phosphatidylinositol-binding clathrin assembly protein
Q7M6Y3-2	Picalm	Isoform 2 of Phosphatidylinositol-binding clathrin assembly protein
Q7M729	Scn4b;Gm1471	Sodium channel subunit beta-4
Q7SIG6	Asap2;Ddef2;Gm1523;Gm592	Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 2
Q7TMF3	Ndufa12	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12
Q7TMK9-2	Syncrip	Isoform 2 of Heterogeneous nuclear ribonucleoprotein Q
Q7TMM9	Tubb2a;Tubb2	Tubulin beta-2A chain
Q7TMS5	Abcg2;Abcp;Bcrp1	ATP-binding cassette sub-family G member 2
Q7TN22	Txndc16;Kiaa1344	Thioredoxin domain-containing protein 16
Q7TNC4-3	Luc7l2	Isoform 3 of Putative RNA-binding protein Luc7-like 2
Q7TNM2	Trim46;Trific	Tripartite motif-containing protein 46
Q7TNM3	NA	Oligodendrocyte-myelin glycoprotein
Q7TNS2	Minos1	Mitochondrial inner membrane organizing system protein 1
Q7TNV0	Dek	Protein DEK
Q7TP11	Pgd	6-phosphogluconate dehydrogenase, decarboxylating
Q7TPB1	Cct4	T-complex protein 1 subunit delta
Q7TPC2	NA	Calcium-binding mitochondrial carrier protein SCaMC-1
Q7TPJ0	Ssr1;Ac2-238	Translocon-associated protein subunit alpha
Q7TPM5	NA	Uncharacterized protein C9orf9 homolog
Q7TPR4	Actn1	Alpha-actinin-1
Q7TPV4	Mybbp1a;P160	Myb-binding protein 1A
Q7TQ31	NA	Glial fibrillary acidic protein
Q7TQ95	Lnp;Kiaa1715;Uln	Protein lunapark
Q7TQE6	Tmem57	Macoilin
Q7TSC1	Prrc2a;Bat2	Protein PRRC2A
Q7TSH2	Phkb	Phosphorylase b kinase regulatory subunit beta
Q7TSZ0	NA	Stress-70 protein, mitochondrial
Q7TT50	Cdc42bpb;Kiaa1124	Serine/threonine-protein kinase MRCK beta
Q7Z7H8	MRPL10;MRPL8;RPML8	39S ribosomal protein L10, mitochondrial
Q7ZUF5	tm9sf2	Transmembrane 9 superfamily member 2
Q80SW1	Ahcyl1;Irbit	Putative adenosylhomocysteinase 2
Q80SY3	Atp6v0d2	V-type proton ATPase subunit d 2
Q80SZ7	Gng5;Gngt5	Guanine nucleotide-binding protein G subunit gamma-5
Q80T41	Gabbr2;Gm425;Gpr51	Gamma-aminobutyric acid type B receptor subunit 2
Q80TJ1	Cadps;Caps;Caps1;Kiaa1121	Calcium-dependent secretion activator 1
